client_id	path	sentence	up_votes	down_votes	age	gender	accent
1089-134686-0017	clips/1089-134686-0017.flac	STEPHEN LEANING BACK AND DRAWING IDLY ON HIS SCRIBBLER LISTENED TO THE TALK ABOUT HIM WHICH HERON CHECKED FROM TIME TO TIME BY SAYING	0	0			
1089-134686-0018	clips/1089-134686-0018.flac	IT WAS STRANGE TOO THAT HE FOUND AN ARID PLEASURE IN FOLLOWING UP TO THE END THE RIGID LINES OF THE DOCTRINES OF THE CHURCH AND PENETRATING INTO OBSCURE SILENCES ONLY TO HEAR AND FEEL THE MORE DEEPLY HIS OWN CONDEMNATION	0	0			
1089-134686-0019	clips/1089-134686-0019.flac	THE SENTENCE OF SAINT JAMES WHICH SAYS THAT HE WHO OFFENDS AGAINST ONE COMMANDMENT BECOMES GUILTY OF ALL HAD SEEMED TO HIM FIRST A SWOLLEN PHRASE UNTIL HE HAD BEGUN TO GROPE IN THE DARKNESS OF HIS OWN STATE	0	0			
1089-134686-0020	clips/1089-134686-0020.flac	IF A MAN HAD STOLEN A POUND IN HIS YOUTH AND HAD USED THAT POUND TO AMASS A HUGE FORTUNE HOW MUCH WAS HE OBLIGED TO GIVE BACK THE POUND HE HAD STOLEN ONLY OR THE POUND TOGETHER WITH THE COMPOUND INTEREST ACCRUING UPON IT OR ALL HIS HUGE FORTUNE	0	0			
1089-134686-0021	clips/1089-134686-0021.flac	IF A LAYMAN IN GIVING BAPTISM POUR THE WATER BEFORE SAYING THE WORDS IS THE CHILD BAPTIZED	0	0			
1089-134686-0022	clips/1089-134686-0022.flac	HOW COMES IT THAT WHILE THE FIRST BEATITUDE PROMISES THE KINGDOM OF HEAVEN TO THE POOR OF HEART THE SECOND BEATITUDE PROMISES ALSO TO THE MEEK THAT THEY SHALL POSSESS THE LAND	0	0			
1089-134686-0023	clips/1089-134686-0023.flac	WHY WAS THE SACRAMENT OF THE EUCHARIST INSTITUTED UNDER THE TWO SPECIES OF BREAD AND WINE IF JESUS CHRIST BE PRESENT BODY AND BLOOD SOUL AND DIVINITY IN THE BREAD ALONE AND IN THE WINE ALONE	0	0			
1089-134686-0024	clips/1089-134686-0024.flac	IF THE WINE CHANGE INTO VINEGAR AND THE HOST CRUMBLE INTO CORRUPTION AFTER THEY HAVE BEEN CONSECRATED IS JESUS CHRIST STILL PRESENT UNDER THEIR SPECIES AS GOD AND AS MAN	0	0			
1089-134686-0025	clips/1089-134686-0025.flac	A GENTLE KICK FROM THE TALL BOY IN THE BENCH BEHIND URGED STEPHEN TO ASK A DIFFICULT QUESTION	0	0			
1089-134686-0026	clips/1089-134686-0026.flac	THE RECTOR DID NOT ASK FOR A CATECHISM TO HEAR THE LESSON FROM	0	0			
1089-134686-0027	clips/1089-134686-0027.flac	HE CLASPED HIS HANDS ON THE DESK AND SAID	0	0			
1089-134686-0028	clips/1089-134686-0028.flac	THE RETREAT WILL BEGIN ON WEDNESDAY AFTERNOON IN HONOUR OF SAINT FRANCIS XAVIER WHOSE FEAST DAY IS SATURDAY	0	0			
1089-134686-0029	clips/1089-134686-0029.flac	ON FRIDAY CONFESSION WILL BE HEARD ALL THE AFTERNOON AFTER BEADS	0	0			
1089-134686-0030	clips/1089-134686-0030.flac	BEWARE OF MAKING THAT MISTAKE	0	0			
1089-134686-0031	clips/1089-134686-0031.flac	STEPHEN'S HEART BEGAN SLOWLY TO FOLD AND FADE WITH FEAR LIKE A WITHERING FLOWER	0	0			
1089-134686-0032	clips/1089-134686-0032.flac	HE IS CALLED AS YOU KNOW THE APOSTLE OF THE INDIES	0	0			
1089-134686-0033	clips/1089-134686-0033.flac	A GREAT SAINT SAINT FRANCIS XAVIER	0	0			
1089-134686-0034	clips/1089-134686-0034.flac	THE RECTOR PAUSED AND THEN SHAKING HIS CLASPED HANDS BEFORE HIM WENT ON	0	0			
1089-134686-0035	clips/1089-134686-0035.flac	HE HAD THE FAITH IN HIM THAT MOVES MOUNTAINS	0	0			
1089-134686-0036	clips/1089-134686-0036.flac	A GREAT SAINT SAINT FRANCIS XAVIER	0	0			
1089-134686-0037	clips/1089-134686-0037.flac	IN THE SILENCE THEIR DARK FIRE KINDLED THE DUSK INTO A TAWNY GLOW	0	0			
1089-134691-0000	clips/1089-134691-0000.flac	HE COULD WAIT NO LONGER	0	0			
1089-134691-0001	clips/1089-134691-0001.flac	FOR A FULL HOUR HE HAD PACED UP AND DOWN WAITING BUT HE COULD WAIT NO LONGER	0	0			
1089-134691-0002	clips/1089-134691-0002.flac	HE SET OFF ABRUPTLY FOR THE BULL WALKING RAPIDLY LEST HIS FATHER'S SHRILL WHISTLE MIGHT CALL HIM BACK AND IN A FEW MOMENTS HE HAD ROUNDED THE CURVE AT THE POLICE BARRACK AND WAS SAFE	0	0			
1089-134691-0003	clips/1089-134691-0003.flac	THE UNIVERSITY	0	0			
1089-134691-0004	clips/1089-134691-0004.flac	PRIDE AFTER SATISFACTION UPLIFTED HIM LIKE LONG SLOW WAVES	0	0			
1089-134691-0005	clips/1089-134691-0005.flac	WHOSE FEET ARE AS THE FEET OF HARTS AND UNDERNEATH THE EVERLASTING ARMS	0	0			
1089-134691-0006	clips/1089-134691-0006.flac	THE PRIDE OF THAT DIM IMAGE BROUGHT BACK TO HIS MIND THE DIGNITY OF THE OFFICE HE HAD REFUSED	0	0			
1089-134691-0007	clips/1089-134691-0007.flac	SOON THE WHOLE BRIDGE WAS TREMBLING AND RESOUNDING	0	0			
1089-134691-0008	clips/1089-134691-0008.flac	THE UNCOUTH FACES PASSED HIM TWO BY TWO STAINED YELLOW OR RED OR LIVID BY THE SEA AND AS HE STROVE TO LOOK AT THEM WITH EASE AND INDIFFERENCE A FAINT STAIN OF PERSONAL SHAME AND COMMISERATION ROSE TO HIS OWN FACE	0	0			
1089-134691-0009	clips/1089-134691-0009.flac	ANGRY WITH HIMSELF HE TRIED TO HIDE HIS FACE FROM THEIR EYES BY GAZING DOWN SIDEWAYS INTO THE SHALLOW SWIRLING WATER UNDER THE BRIDGE BUT HE STILL SAW A REFLECTION THEREIN OF THEIR TOP HEAVY SILK HATS AND HUMBLE TAPE LIKE COLLARS AND LOOSELY HANGING CLERICAL CLOTHES BROTHER HICKEY	0	0			
1089-134691-0010	clips/1089-134691-0010.flac	BROTHER MAC ARDLE BROTHER KEOGH	0	0			
1089-134691-0011	clips/1089-134691-0011.flac	THEIR PIETY WOULD BE LIKE THEIR NAMES LIKE THEIR FACES LIKE THEIR CLOTHES AND IT WAS IDLE FOR HIM TO TELL HIMSELF THAT THEIR HUMBLE AND CONTRITE HEARTS IT MIGHT BE PAID A FAR RICHER TRIBUTE OF DEVOTION THAN HIS HAD EVER BEEN A GIFT TENFOLD MORE ACCEPTABLE THAN HIS ELABORATE ADORATION	0	0			
