client_id	path	sentence	up_votes	down_votes	age	gender	accent
0139_028	clips/0139_028.wav	मुनिया ने हँसते हुए कहा यह तो अप्पा के पैरों से भी बड़ी है	0	0			
0139_036	clips/0139_036.wav	मुनिया ने हँसते हुए कहा यह तो अप्पा के पैरों से भी बड़ी है	0	0			
0139_061	clips/0139_061.wav	मुनिया ने हँसते हुए कहा यह तो अप्पा के पैरों से भी बड़ी है	0	0			
0139_086	clips/0139_086.wav	मुनिया ने हँसते हुए कहा यह तो अप्पा के पैरों से भी बड़ी है	0	0			
0139_087	clips/0139_087.wav	मुनिया ने हँसते हुए कहा यह तो अप्पा के पैरों से भी बड़ी है	0	0			
0139_088	clips/0139_088.wav	मुनिया ने हँसते हुए कहा यह तो अप्पा के पैरों से भी बड़ी है	0	0			
0139_098	clips/0139_098.wav	मुनिया ने हँसते हुए कहा यह तो अप्पा के पैरों से भी बड़ी है	0	0			
0153_003	clips/0153_003.wav	हर पोंगल पर उसे एक कोलम बनाने दिया जाता था	0	0			
0153_008	clips/0153_008.wav	हर पोंगल पर उसे एक कोलम बनाने दिया जाता था	0	0			
0153_028	clips/0153_028.wav	हर पोंगल पर उसे एक कोलम बनाने दिया जाता था	0	0			
0153_036	clips/0153_036.wav	हर पोंगल पर उसे एक कोलम बनाने दिया जाता था	0	0			
0153_061	clips/0153_061.wav	हर पोंगल पर उसे एक कोलम बनाने दिया जाता था	0	0			
0153_069	clips/0153_069.wav	हर पोंगल पर उसे एक कोलम बनाने दिया जाता था	0	0			
0153_087	clips/0153_087.wav	हर पोंगल पर उसे एक कोलम बनाने दिया जाता था	0	0			
0153_088	clips/0153_088.wav	हर पोंगल पर उसे एक कोलम बनाने दिया जाता था	0	0			
0153_098	clips/0153_098.wav	हर पोंगल पर उसे एक कोलम बनाने दिया जाता था	0	0			
0156_003	clips/0156_003.wav	वह फ़र्श पर कोलम बनाती सीढ़ियों पर दीवारों पर	0	0			
0156_008	clips/0156_008.wav	वह फ़र्श पर कोलम बनाती सीढ़ियों पर दीवारों पर	0	0			
0156_025	clips/0156_025.wav	वह फ़र्श पर कोलम बनाती सीढ़ियों पर दीवारों पर	0	0			
0156_036	clips/0156_036.wav	वह फ़र्श पर कोलम बनाती सीढ़ियों पर दीवारों पर	0	0			
0156_061	clips/0156_061.wav	वह फ़र्श पर कोलम बनाती सीढ़ियों पर दीवारों पर	0	0			
