client_id	path	sentence	up_votes	down_votes	age	gender	accent
0161_036	clips/0161_036.wav	सुशीला ने विमानचालकों को बताया कि उड़ान भरते हुए विमान कैसे गोता खाएँ	0	0			
0161_069	clips/0161_069.wav	सुशीला ने विमानचालकों को बताया कि उड़ान भरते हुए विमान कैसे गोता खाएँ	0	0			
0161_086	clips/0161_086.wav	सुशीला ने विमानचालकों को बताया कि उड़ान भरते हुए विमान कैसे गोता खाएँ	0	0			
0161_087	clips/0161_087.wav	सुशीला ने विमानचालकों को बताया कि उड़ान भरते हुए विमान कैसे गोता खाएँ	0	0			
0161_088	clips/0161_088.wav	सुशीला ने विमानचालकों को बताया कि उड़ान भरते हुए विमान कैसे गोता खाएँ	0	0			
0161_089	clips/0161_089.wav	सुशीला ने विमानचालकों को बताया कि उड़ान भरते हुए विमान कैसे गोता खाएँ	0	0			
0161_098	clips/0161_098.wav	सुशीला ने विमानचालकों को बताया कि उड़ान भरते हुए विमान कैसे गोता खाएँ	0	0			
0163_003	clips/0163_003.wav	और मिनटों में आसमान में बड़ा और रंगबिरंगा कोलम दिखने लगा	0	0			
0163_008	clips/0163_008.wav	और मिनटों में आसमान में बड़ा और रंगबिरंगा कोलम दिखने लगा	0	0			
0163_036	clips/0163_036.wav	और मिनटों में आसमान में बड़ा और रंगबिरंगा कोलम दिखने लगा	0	0			
0163_069	clips/0163_069.wav	और मिनटों में आसमान में बड़ा और रंगबिरंगा कोलम दिखने लगा	0	0			
0163_086	clips/0163_086.wav	और मिनटों में आसमान में बड़ा और रंगबिरंगा कोलम दिखने लगा	0	0			
0163_087	clips/0163_087.wav	और मिनटों में आसमान में बड़ा और रंगबिरंगा कोलम दिखने लगा	0	0			
0163_088	clips/0163_088.wav	और मिनटों में आसमान में बड़ा और रंगबिरंगा कोलम दिखने लगा	0	0			
0163_089	clips/0163_089.wav	और मिनटों में आसमान में बड़ा और रंगबिरंगा कोलम दिखने लगा	0	0			
0163_098	clips/0163_098.wav	और मिनटों में आसमान में बड़ा और रंगबिरंगा कोलम दिखने लगा	0	0			
0167_003	clips/0167_003.wav	क्या तुम बता सकते हो कि सुशीला अगला कोलम कहाँ बनाएगी	0	0			
0167_008	clips/0167_008.wav	क्या तुम बता सकते हो कि सुशीला अगला कोलम कहाँ बनाएगी	0	0			
0167_036	clips/0167_036.wav	क्या तुम बता सकते हो कि सुशीला अगला कोलम कहाँ बनाएगी	0	0			
0167_061	clips/0167_061.wav	क्या तुम बता सकते हो कि सुशीला अगला कोलम कहाँ बनाएगी	0	0			
0167_066	clips/0167_066.wav	क्या तुम बता सकते हो कि सुशीला अगला कोलम कहाँ बनाएगी	0	0			
