client_id	path	sentence	up_votes	down_votes	age	gender	accent
281474976715260	clips/281474976715260.wav	ମୁଣ୍ଡ ବୁଲାଉଛି ସବୁବେଳେ	0	0			
281474976715265	clips/281474976715265.wav	ସାର ହେଲ୍ଥ କାର୍ଡ ରେ ଥରେ ଅପେରସନ ହେଇଥିଲା ଆଉ ଥରେ ହେଇପାରିବ	0	0			
281474976715288	clips/281474976715288.wav	କାନରୁ  ପୁଜ  ବାହାରୁଛି ବଥା ହଉଚି ରାତି ସାରା  ଶୋଇ ହେଉନି	0	0			
281474976715303	clips/281474976715303.wav	ସାର ମୋର ହାଇ ପ୍ରେସର ଅଛି ଏବଂ ଡାଏବେଟିସ ମଧ୍ୟ ଅଛି କଣ ଓଷଧ ଖାଇବି	0	0			
281474976715317	clips/281474976715317.wav	ଦେହ ଦୁର୍ବଳ ଲଗୁଛି ଅଳ୍ପ ଚାଲିଲା ବେଳକୁ ଧଇଁ ସଁଇ ହଉଛି	0	0			
281474976715323	clips/281474976715323.wav	ଛୁଆର ପେଟ ଫାମ୍ପିଯାଉଛି ଝାଡା ପରିଶ୍ରା କିଛି ନାହିଁ	0	0			
281474976715328	clips/281474976715328.wav	ସାର ମୋର ପିରୀଅଡ଼ ଚାରି ମାସ ହେଲା ହଉନି କାହାକୁ ଦେଖେଇବି	0	0			
281474976715356	clips/281474976715356.wav	ଛୁଆକୁ ତିନି ଚାରି ଦିନ ହେଲା ଜର ଛାଡ଼ୁ ନାହିଁ ମୁଣ୍ଡରେ ଉତାପ ରହୁଛି ବହୁତ କାଂଦୁଛି	0	0			
281474976715364	clips/281474976715364.wav	ଆଖି କୁଣ୍ଡେଇ ହଉଛି ଦିଟା ଦିଟା ଦେଖାଯାଉଛି	0	0			
281474976715390	clips/281474976715390.wav	ମୋ ଛୁଆ କୁ ଟୀକା ଦେବାକୁ ଆଣିଥିଲି ଦିଦି ଟୀକା କୋଉଠି ଦିଆ ହଉଚି	0	0			
281474976715392	clips/281474976715392.wav	ସାର ମୋର ଦୁଇ ମାସ ଦେଢ଼ ମାସରେ ଥରେ ଋତୁ ସ୍ରାବ ହେଉଛି ସଂପୂର୍ଣ୍ଣ ମାସ ଧରି ହେଉନି	0	0			
281474976715398	clips/281474976715398.wav	ପିଲା ଟା ର ଝାଡ଼ା ଠିକ ସେ ହଉନାହିଁ ପେଟ ଫାମ୍ପି ଯାଉଛି	0	0			
281474976715406	clips/281474976715406.wav	ଡାହାଣ ହାତ ଖୁଆ ବଥା ହଉଛି ସମ୍ପୂର୍ଣ ଉପରକୁ ଟେକି ହଉନାହିଁ	0	0			
281474976715467	clips/281474976715467.wav	ଛୁଆ ର ଥଣ୍ଡା ହେଇକି ନାକରୁ ପାଣି ବୋହୁଛି	0	0			
281474976715478	clips/281474976715478.wav	ଛୁଆ ବାନ୍ତି କରି ଦେଉଛି ଖାଇସାରିଲା ପରେ	0	0			
